	GPA Range	Degree	Specialization	GPA	courses
149	3	0	5	3.0749474167463147	CS6206,CS3247,CS3241,CS5238,CS5230,CS3249,CS6213,CS4257,CS3218,CS4249
150	3	0	5	3.936536306270716	CS2040,CS1280,CS6205,CS4220,CS4221,CS1010,CS1020E,CS2309,CS1010S,CS1010E,CS2102,CS1231,CS2030,CS3205,CS1020,CS4212,CS2020,CS2010,CS5322,CS5215
151	3	1	1	3.8994205073497215	CS4216,CS4350,CS6270,CS3281,CS2281,CS5233,CS6231,CS3271,CS6211,CS5224,CS3220,CS5343,CS5214,CS4239,CS4212,CS4215,CS3211,CS4240,CS3210,CS5215,CS5218,CS4249
152	3	1	6	3.1724193023338145	CS4243,CS5237,CS3201,CS5240,CS4247,CS4350,CS5271,CS6241,CS3242,CS3249,CS4235,CS4234,CS4351,CS4240,CS4232,CS4239,CS5246,CS3218
153	3	0	1	3.627594830641121	CS6206,CS1010S,CS2040,CS6202,CS1231,CS1280,CS4235,CS2010,CS2040C,CS1010,CS5236,CS1010J,CS1020E
154	3	0	7	3.4952739502117707	CS4243,CS3243,CS5345,CS5228,CS4244,CS5478,CS4220,CS6208,CS5242,CS4239,CS5344,CS3218,CS4248,CS6222
155	4	0	1	4.505988507688138	CS2309,CS3202,CS1010FC/X,CS2113,CS4211,CS5238,CS2103,CS3281,CS4232,CS6234,CS3271
156	3	1	5	3.844742161070673	CS2104,CS4216,CS2040,CS1010E,CS3234,CS5219,CS2103,CS5214,CS3212,CS6215,CS1020,CS4214
157	3	1	6	3.3261242838008425	CS3237,CS4344,CS3103,CS2220,CS3211,CS3234,CS5219,CS5248,CS5233,CS4220,CS5214,CS5226,CS4231,CS3223,CS2105,CS2100,CS5218,CS5344
158	3	0	1	3.30795570226498	CS5237,CS3236,CS5330,CS3281,CS3225,CS4232,CS5242,CS6234,CS1020,CS2020
159	3	0	1	3.882503599446694	CS4215,CS5424,CS6202,CS5218,CS5271,CS3211,CS3282,CS6213,CS6211,CS5214,CS2100,CS5250,CS2106,CS3212,CS6215,CS4212
160	2	1	6	2.9604101943779906	CS3103,CS5233,CS3281,CS2100,CS4222,CS4214,CS6211,CS2105,CS6215,CS6204,CS5424,CS3220,CS2220,CS3282,CS4231,CS5229,CS6280,CS4237,CS5248,CS6213
161	3	0	1	3.6002637659287022	CS5238,CS4220,CS6220,CS6234,CS4221,CS5344,CS6207,CS5228,CS2102,CS6204,CS5424,CS3220,CS3223,CS6280,CS6244,CS6213,CS5226,CS5322,CS6203
162	3	1	1	3.19155093918332	CS6206,CS2309,CS1010S,CS2040,CS4243,CS1010E,CS1231,CS4350,CS3240,CS4235,CS4234,CS5236,CS1010,CS5234,CS5246,CS1010J,CS2020
163	2	1	3	2.056640165339374	CS4243,CS5229,CS3244,CS4220,CS6208,CS3282,CS6213,CS4271,CS4231,CS6220,CS6230,CS4246
164	4	1	9	4.575654848313724	CS4215,CS2104,CS4216,CS5271,CS5242,CS4278,CS5215,CS5218,CS4214
165	2	1	4	2.382181287479389	CS4225,CS5424,CS5346,CS4224,CS2030,CS4237,CS5228,CS4220,CS6213,CS4221,CS4345,CS5344
166	3	1	2	3.4152777417738385	CS4245,CS5244,CS6207,CS3283,CS5476,CS5332,CS4347,CS6231,CS4257,CS6212,CS4241,CS3245,CS5439,CS4242,CS5241
167	2	0	9	2.948125533274175	CS3237,CS5346,CS4224,CS3103,BT5110,CS4220,CS5344,CS5228,CS2102,CS2105,CS6204,CS5342,CS4231,CS3223,CS5241,CS6280,CS6213,CS5226,CS5322,CS6203
168	3	1	3	3.471479909778794	CS4216,CS4235,CS4214,CS1020E,CS1010S,CS1010E,CS5228,CS3234,CS2040C,CS6215,CS5345,CS2108,CS5244,CS4212,CS5241,CS6202,CS3211,CS2010,CS3212,CS5215,CS5218
169	3	1	3	3.9579617938825935	CS4243,CS5424,CS4224,CS6280,CS4220,CS5340,CS2281,CS4221,CS5322,CS6222
170	2	1	3	2.3126390621724933	CS4215,CS4226,CS2113,CS6202,CS6270,CS5271,CS5219,CS3212,CS2103,CS3281,CS4238,CS5214,CS2113T,CS5439,CS5215,CS5218
171	3	0	2	3.629440881055773	CS2309,CS1010FC/X,CS1010S,CS5345,CS1231,CS2030,CS1280,CS5331,CS3230,CS3225,CS3284,CS4347,CS4232,CS1281,CS2040C,CS5236,CS1010J,CS1020E
172	3	1	2	3.630649649513774	CS4211,CS5346,CS5232,CS4239,CS5271,CS5241,CS3226,CS2108,CS4347,CS5342,CS5244,CS5246,CS4242,CS3882
173	4	1	5	4.606158993311837	CS4215,CS4225,CS5424,CS5425,CS5346,CS5322,CS2220,CS4220,CS2102,CS1101S,CS3223,CS5214,CS4221,CS6220,BT5110,CS3212,CS6203
174	2	0	0	2.090697435324593	CS4243,CS5425,CS5346,CS4224,CS4247,CS4350,CS2220,CS4220,CS2102,CS4240,CS4231,CS3223,CS5344,CS5224,CS4249
175	3	0	5	3.4535117129314306	CS6206,CS3247,CS4350,CS4220,CS4232,CS4248,CS5425,CS5228,CS3236,CS3234,CS5271,CS4271,CS5439,CS4246,CS4218,CS3243,CS2220,CS3230,CS4880,CS3282,CS6244,CS3223,CS5215
176	3	1	1	3.121148449938464	CS3201,CS4211,CS5272,CS3219,CS5339,CS6280,CS3283,CS5331,CS3234,CS3284,CS4880,CS3203,CS2103,CS3281,CS6231,CS4271,CS4239,CS2103T
177	4	1	2	4.339843442426541	CS2107,CS6209,CS5478,CS5331,CS5476,CS2108,CS4257,CS6231,CS4271,CS4236,CS3235,CS5439,CS4246
178	4	1	1	4.350695404982192	CS6206,CS3247,CS5237,CS4350,CS4220,CS4235,CS4257,CS5425,CS5236,CS5343,CS2220,CS6241,CS4231,CS5240,CS3240,CS3249,CS4234,CS4240,CS4249
179	2	0	4	2.6851916329438845	CS4215,CS3243,CS5237,CS5425,CS4216,CS5238,CS5230,CS5271,CS3230,CS5219,CS4232,CS6208,CS5242,CS4234,CS4231,CS6234,CS5215,CS4212
180	3	0	6	3.2001857629766137	CS2104,CS4215,CS6202,CS5238,CS2220,CS3234,CS3212,CS3211,CS4220,CS4232,CS4234,CS5236,CS5322,CS5344,CS6215,CS6203,CS5218,CS4214
181	2	1	2	2.342346815966652	CS4243,CS2040,CS5422,CS1010E,CS2030,CS1231,CS1101S,CS5342,CS5226,CS1010,CS5246,CS1020,CS2020,CS1020E
182	3	0	1	3.3814430933815687	CS5237,CS2220,CS5223,CS3230,CS5239,CS6244,CS4234,CS6211,CS4231,CS5250,CS3233,CS4246,CS4248,CS6222
183	3	1	1	3.4338708569262564	CS4243,CS2113,CS5272,CS4350,CS3283,CS6280,CS5331,CS5271,CS3203,CS5476,CS3282,CS3216,CS4236,CS4240,CS6231,CS6215,CS3218
184	3	1	7	3.8684503344596015	CS3220,CS6270,CS4237,CS5239,CS5222,CS5233,CS2281,CS3282,CS6211,CS3281,CS2106,CS5250,CS4223,CS5224
185	2	0	1	2.748164096290484	CS5424,CS1010FC/X,CS3220,CS6270,CS1280,CS5223,CS5239,CS3281,CS5233,CS2281,CS6211,CS2010,CS2106,CS6213,CS1010,CS5250,CS5224
186	3	1	6	3.044709183682266	CS5424,CS3247,CS3237,CS5345,CS3103,CS5343,CS4244,CS5215,CS3242,CS3240,CS3282,CS6213,CS2105,CS5224,CS4345
187	2	1	2	2.2703674845747814	CS6206,CS5424,CS4245,CS4226,CS6270,CS5223,CS4237,CS4241,CS6205,CS5233,CS4238,CS5342,CS2105,CS4212
188	4	0	1	4.220964731215517	CS4215,CS3201,CS6207,CS5339,CS3244,CS5228,CS3234,CS5248,CS6244,CS2103,CS3282,CS6212,CS4278,CS4246,CS4218
189	3	0	6	3.842035957243485	CS4344,CS3103,CS6240,CS5249,CS3281,CS4347,CS2106,CS4223,CS4248,CS5228,CS3284,CS3220,CS5239,CS3230,CS4231,CS5244,CS6212,CS5229,CS6213,CS5246
190	4	0	3	4.404898258155215	CS5425,CS2040,CS1231,CS5339,CS3244,CS5228,CS4244,CS6244,CS2103,CS5242,CS2040C,CS1020,CS6222
191	3	1	0	3.3141202986092098	CS1010S,CS1010E,CS2030,CS1231,CS1280,CS5228,CS6280,CS5476,CS4220,CS1281,CS1101S,CS2010,CS2040C,CS1010,CS4221,CS1020,CS1010J,CS2020
192	3	0	9	3.3542742917366364	CS3247,CS3241,CS4216,CS5223,BT5110,CS4220,CS4221,CS5344,CS6215,CS3218,CS5424,CS4243,CS3211,CS4234,CS4240,CS5322,CS3212,CS5215,CS5218,CS4249
193	3	0	1	3.1013215488416583	CS4243,CS3283,CS5249,CS4244,CS2108,CS3282,CS6211,CS4239,CS3218,CS2103T
194	3	0	2	3.0049911083762457	CS4216,CS5238,CS4232,CS6234,CS2113T,CS3202,CS3236,CS3234,CS5330,CS6215,CS4218,CS4211,CS1231,CS2220,CS5214,CS4215,CS2103,CS4234,CS3233,CS5218
195	4	0	2	4.405091837798544	CS5424,CS4226,CS3237,CS3220,CS3103,CS5238,CS3281,CS4234,CS4257,CS6211,CS5236,CS4222,CS5439,CS6204
196	4	0	3	4.7029610739306325	CS6206,CS3247,CS5237,CS3241,CS4350,CS3242,CS2281,CS4235,CS4351,CS4245,CS3284,CS3283,CS6241,CS5342,CS6212,CS5240,CS4247,CS3211,CS5246
197	3	1	6	3.762782855187607	CS1010S,CS1010FC/X,CS6240,CS2030,CS3283,CS2010,CS6211,CS5342,CS5242,CS5332,CS3245
198	2	1	0	2.4644000295112987	CS5237,CS3237,CS5238,CS2220,CS6205,CS3230,CS3225,CS5330,CS3233,CS4234,CS4257,CS5236,CS6234,CS5234,CS4231
199	3	0	9	3.7683416351312595	CS2104,CS4215,CS4216,CS5272,CS3236,CS3234,CS4212,CS5271,CS5330,CS5219,CS3211,CS5214,CS4231,CS6234,CS5234,CS5215,CS5218,CS4214
200	3	1	5	3.0910185646156747	CS5346,CS4235,CS4223,CS5344,CS2309,CS5322,CS5222,CS4243,CS5424,CS2030,CS2220,CS6241,CS3210,CS4247,CS6243,CS3240,CS3249,BT5110,CS5246
201	3	1	9	3.7055769448628064	CS3221,CS5322,CS2107,CS6209,CS5476,CS5332,CS4238,CS6211,CS3235,CS4271,CS4257,CS4239,CS6231,CS2113T,CS5439,CS6230,CS5231
202	3	0	7	3.952805899672314	CS4245,CS5346,CS6240,CS3283,CS5249,CS3284,CS4235,CS4241
203	2	1	9	2.789531444601644	CS6206,CS2104,CS6240,CS6202,CS6207,CS5271,CS5244,CS3245,CS5246,CS5215,CS5218,CS4248,CS1020E
204	2	1	5	2.193720022094399	CS4225,CS4216,CS6202,CS2220,CS5218,CS3234,CS3212,CS5322,CS5344,CS6215,CS5215,CS4212,CS4214
205	3	0	2	3.7756420657442815	CS6206,CS4351,CS2113T,CS3271,CS3202,CS3234,CS3284,CS4211,CS5232,CS5272,CS3205,CS3283,CS3282,CS3216,CS4239,CS4212,CS2103T,CS3219,CS6280,CS3240,CS3212,CS5218
206	3	1	3	3.3652905041220897	CS4215,CS4243,CS5425,CS5322,CS2220,CS6234,CS3236,CS3230,CS5330,CS4232,CS4234,CS5242,CS4257,CS4231,CS5236,CS3233,CS4248,CS1020E
207	3	0	5	3.2354322163503197	CS4215,CS2104,CS1010FC/X,CS2040,CS3220,CS6202,CS1231,CS6270,CS5271,CS3234,CS5219,CS5248,CS2010,CS5214,CS1010,CS1020E
208	2	1	3	2.5452067049676224	CS2104,CS2040,CS5346,CS5218,CS6280,CS1280,CS3234,CS5246,CS4212,CS4220,CS2102,CS2040C,CS3212,CS5215,CS1020,CS5344
209	3	1	6	3.5145607404326786	CS3220,CS3245,CS3211,CS5222,CS2281,CS6213,CS4220,CS6211,CS2100,CS6220,CS5250,CS3210,CS4248
210	4	0	1	4.221708302190291	CS6206,CS3247,CS3241,CS4216,CS4224,CS4235,CS6220,CS4221,CS5344,CS5425,CS2102,CS2104,CS4225,CS2220,CS3283,CS3230,CS5214,CS4239,CS4212,CS6280,CS6213,CS3223,CS3212
211	3	1	7	3.6359647994075504	CS3221,CS5345,CS5228,CS5478,CS4244,CS6244,CS4220,CS6211,CS5344,CS5215,CS4248
212	3	0	1	3.400356526081388	CS5229,CS3220,CS5223,CS4237,CS3281,CS6213,CS4222,CS2105,CS6204
213	3	0	9	3.203720028535614	CS6206,CS3241,CS5240,CS5322,CS2220,CS3234,CS5219,CS4238,CS4235,CS4234,CS5332,CS5234,CS3218,CS4212
214	3	1	1	3.0535417528562445	CS6206,CS2104,CS4215,CS5345,CS3219,CS3283,CS5249,CS3284,CS3281,CS3242,CS5215,CS4351,CS4240,CS5214,CS2113T,CS3271,CS3218,CS4218
215	2	0	1	2.4190120725416064	CS3221,CS4350,CS2107,CS3242,CS5340,CS6231,CS4257,CS6211,CS4271,CS3235,CS6230,CS4243,CS5345,CS5232,CS4238,CS4239,CS5240,CS4240,CS5322,CS5231,CS4249
216	3	0	7	3.9422884510170237	CS6240,CS4247,CS2107,CS6209,CS5330,CS4235,CS4234,CS6231,CS4236,CS6211,CS5231
217	3	1	7	3.8615890141133984	CS4245,CS5346,CS6207,CS5238,CS6240,CS3236,CS3284,CS3225,CS4232,CS6211,CS4257,CS6212,CS5244,CS4248,CS5241
218	3	0	6	3.710309155150935	CS3241,CS4344,CS5238,CS4350,CS4232,CS4257,CS2100,CS6234,CS5330,CS5236,CS5321,CS6204,CS4243,CS3220,CS1231,CS5343,CS2220,CS4231,CS5240,CS5229,CS4237,CS5248,CS3249,CS4234,CS4240,CS5234
219	3	1	9	3.0987543880553936	CS5422,CS6240,CS1231,CS3283,CS5249,CS6205,CS5331,CS4242,CS1101S,CS4241,CS3245,CS3235,CS6207,CS1010J
220	2	0	1	2.3233175257145025	CS3243,CS5424,CS5425,CS4225,CS4239,CS5228,CS5331,CS4238,CS4220,CS6211,CS4257,CS3223,CS6220,CS5226,CS5322
221	3	1	7	3.29598253533121	CS3221,CS6209,CS5331,CS5476,CS6211,CS6230,CS4271,CS4257,CS4239,CS5322,CS3235,CS5439,CS4236,CS5231
222	3	0	2	3.83923399002666	CS3221,CS4226,CS4239,CS5439,CS2107,CS6209,CS5331,CS5476,CS4238,CS6211,CS6231,CS2105,CS4257,CS5332,CS5322,CS4222,CS6230,CS5231
223	4	0	4	4.7787665451683745	CS6206,CS5346,CS6240,CS6207,CS3283,CS5249,CS4242,CS3284,CS5332,CS2108,CS4235,CS6212,CS5244,CS3245,CS4248,CS5241
224	3	1	3	3.120938858095309	CS3221,CS5346,CS2107,BT5110,CS4220,CS6220,CS4221,CS5344,CS5425,CS2102,CS4271,CS5424,CS4225,CS3223,CS5476,CS6213,CS5226,CS5322,CS6203,CS5231
225	3	1	0	3.728787279553911	CS5232,CS3283,CS6280,CS3205,CS2103,CS3281,CS3203,CS6213,CS6211,CS5233,CS4271,CS6212,CS4222,CS2113T,CS4218,CS4248
226	3	0	4	3.855034580426963	CS5346,CS3205,CS3234,CS5246,CS3284,CS5340,CS6213,CS4239,BT5110,CS3212,CS6215,CS5215,CS3245
227	2	1	6	2.6729564544723003	CS4225,CS5425,CS4224,CS6280,CS2103T,CS2103,CS4220,CS6220,CS3271,CS3882
228	3	1	1	3.3551441169563567	CS4225,CS1010FC/X,CS5228,CS5230,CS3225,CS2102,CS4257,CS6220,CS4223,CS6203
229	3	0	9	3.5202952581446114	CS4215,CS4247,CS5271,CS3211,CS3234,CS1101S,CS4351,CS5214,CS2040C,CS2020,CS5215,CS1020,CS4214,CS1020E
230	3	0	4	3.431848055612689	CS6206,CS5424,CS4226,CS3241,CS5229,CS3103,CS4344,CS6270,CS5223,CS3249,CS3282,CS6213,CS6211,CS2100,CS4231,BT5110,CS4249
231	2	0	1	2.8870148863297014	CS4215,CS4225,CS5424,CS4216,CS2104,CS6202,CS5228,CS3234,CS6213,CS5214,CS5226,CS3223,CS6215,CS4212
232	4	1	5	4.604609812727476	CS5237,CS5238,CS2220,CS3236,CS5230,CS2108,CS4234,CS4257,CS4271,CS4231,CS5234,CS3235
233	2	0	1	2.8898899311081294	CS5424,CS5425,CS4224,CS2220,CS4271,CS4221,CS6234,CS5226,CS6203,CS4214
234	3	1	1	3.9866294496030865	CS4211,CS5232,CS4239,CS3234,CS5331,CS5271,CS3284,CS4880,CS4238,CS3281,CS2040C,CS1010,CS6230,CS5231,CS3882
235	2	1	5	2.8935256210476434	CS4216,CS4224,CS3103,CS4214,CS3201,CS3234,CS5219,CS3226,CS6208,CS6215,CS2104,CS4211,CS5272,CS3205,CS3212,CS5214,CS6202,CS6280,CS3211,CS4278,CS5215,CS5218
236	2	0	1	2.0512632662098467	CS3221,CS4350,CS4220,CS4257,CS2100,CS6220,CS6207,CS6211,CS4271,CS3235,CS6230,CS5439,CS5345,CS6241,CS5478,CS6222,CS6243,CS5476,CS3249,CS5231
237	3	0	1	3.648074894590743	CS2309,CS3201,CS5229,CS5232,CS6280,CS2103,CS3203,CS4880,CS3282,CS5248,CS4257,CS4271,CS4246,CS3882,CS6204
238	3	1	6	3.636519967595072	CS2309,CS1010FC/X,CS2040,CS1231,CS2030,CS1280,CS1281,CS2010,CS1101S,CS1010,CS1010J
239	3	1	1	3.3934260638118348	CS2040,CS5238,CS5228,CS3236,CS3234,CS3230,CS5230,CS3225,CS5330,CS4232,CS4257,CS6220,CS6234,CS3233,CS4231
240	3	0	7	3.3079743852205765	CS5422,CS5223,CS5340,CS4220,CS5242,CS4221,CS3201,CS5228,CS5271,CS3234,CS6209,CS3284,CS6208,CS6204,CS3243,CS3282,CS3216,CS4239,CS6244,CS3223
241	4	1	6	4.220928351681984	CS5237,CS5234,CS5230,CS3236,CS3230,CS5330,CS3225,CS4232,CS1281,CS4257,CS4234,CS3233
242	3	0	1	3.1380585169906947	CS2040,CS6240,CS4232,CS1101S,CS4221,CS1010,CS1020E,CS1010S,CS1010E,CS3234,CS2040C,CS5236,CS6215,CS1231,CS1281,CS4231,CS1020,CS2020,CS1010FC/X,BT5110
243	3	0	4	3.033211850091757	CS5422,CS4224,CS6270,BT5110,CS5233,CS2100,CS4221,CS5332,CS4222,CS5344,CS4223,CS5228,CS5424,CS3223,CS5229,CS6213,CS5322,CS3210,CS5231
244	3	0	1	3.1146109925108405	CS2309,CS2040,CS1010E,CS1231,CS1280,CS5222,CS4238,CS1281,CS2010,CS4257,CS5236,CS1010,CS2113T,CS1020,CS1010J
245	3	1	5	3.105604807519481	CS4225,CS5425,CS2220,CS2107,CS6234,CS3211,CS5476,CS3282,CS6211,CS6231,CS4345,CS3882
246	4	1	1	4.896783764798432	CS4225,CS3241,CS6243,CS6209,CS3242,CS3249,CS3240,CS6211,CS4271,CS4246
247	3	1	9	3.1712399959001027	CS6206,CS4243,CS4226,CS5345,CS5339,CS5228,CS5478,CS6244,CS5340,CS6208,CS5242,CS6212,CS3245,CS6215,CS4246,CS4248,CS6222
248	3	1	1	3.3846451994344675	CS3237,CS5346,CS2281,CS4220,CS6231,CS6220,CS5344,CS5322,CS5222,CS2040C,CS4345,CS5439,CS5424,CS3220,CS2020,CS6244,CS6213,BT5110,CS6203
249	4	0	5	4.851760344560887	CS2040,CS3220,CS6240,CS1231,CS1280,CS4237,CS5239,CS5222,CS3281,CS6213,CS2100,CS3210,CS5224,CS1010J,CS2020
250	3	0	1	3.4175663710917754	CS6206,CS3202,CS2113,CS6240,CS5232,CS5345,CS3211,CS5246,CS2103,CS3284,CS4347,CS5244,CS2113T,CS4242
251	4	1	1	4.606601272671761	CS4215,CS2104,CS3211,CS5219,CS5271,CS5330,CS3234,CS4257,CS5214,CS6215,CS5215,CS4214
252	3	0	3	3.2163515220979093	CS5424,CS5244,CS5346,CS5249,CS4241,CS5476,CS2102,CS4347,CS6212,CS6234
253	3	1	4	3.560585187351581	CS2040,CS3220,CS6270,CS5223,CS4237,CS3211,CS5222,CS3281,CS2281,CS6213,CS6211,CS3282,CS2100,CS2010,CS5233,CS2106,CS5224,CS4345
254	3	1	9	3.552330957141872	CS3220,CS4237,CS5222,CS3281,CS5233,CS2100,CS5250,CS4231,CS5234
255	4	0	0	4.5445362442677215	CS4225,CS5425,CS5229,CS4224,CS2220,CS6280,CS5228,CS4237,BT5110,CS6213,CS6211,CS2102,CS4221,CS5226,CS5322,CS5344,CS6203
256	3	1	0	3.762322807652581	CS2040,CS5339,CS1280,CS6220,CS5344,CS6207,CS1010S,CS5228,CS4244,CS2040C,CS5345,CS3244,CS5478,CS1020,CS6203,CS2010,CS4278,CS5215,CS1010J
257	3	1	2	3.9014028135013854	CS3247,CS3202,CS3218,CS3284,CS3203,CS5214,CS4221,CS4239,CS5215,CS4212,CS3882
258	2	0	2	2.220080699146694	CS3221,CS4239,CS2107,CS5331,CS6209,CS3235,CS6231,CS6211,CS5332,BT5110,CS5344,CS5439,CS5231,CS6222
259	3	1	8	3.7041843908672463	CS2107,CS5331,CS6209,CS3240,CS4238,CS5476,CS6211,CS6231,CS4271,CS4239,CS5322,CS3235,CS6230,CS5231
260	3	0	9	3.7780087305044963	CS4225,CS5237,CS5424,CS5346,CS5238,CS5322,CS3211,CS5219,CS3281,CS3233,CS2102,CS3223,CS4257,CS1010,BT5110
261	2	0	8	2.2059113899215532	CS4245,CS5345,CS6240,CS5346,CS5439,CS6209,CS5476,CS2108,CS5332,CS6211,CS4257,CS4271,CS4238,CS4241,CS5322,CS3235,CS6230,CS4242
262	4	1	1	4.7235253753652	CS4344,CS3281,CS2100,CS2113T,CS5344,CS3271,CS4226,CS5271,CS3234,CS3284,CS3203,CS6211,CS4271,CS6204,CS3282,CS3216,CS4239,CS6280,CS5248
263	3	1	3	3.099625263759358	CS6206,CS5345,CS5346,CS6240,CS4247,CS5249,CS3284,CS4347,CS6212,CS5246,CS4248,CS5241
264	4	0	6	4.216379765558213	CS3201,CS4211,CS2113,CS5272,CS3205,CS6280,CS5228,CS3234,CS5271,CS6241,CS3217,CS3226,CS4212
265	2	1	2	2.131906893542445	CS4243,CS5218,CS3244,CS4278,CS3211,CS5478,CS5340,CS6220,CS5344,CS4248
266	3	1	5	3.2462967050463787	CS4215,CS4216,CS6202,CS3211,CS5219,CS4212,CS5214,CS3212,CS5215,CS5218,CS4214
267	3	1	1	3.2607146055452305	CS3242,CS5332,CS3271,CS3201,CS3284,CS4271,CS5439,CS4218,CS4211,CS5272,CS3205,CS6241,CS3216,CS4239,CS2103T,CS4247,CS6280,CS2103,CS5322
268	4	1	2	4.383754495565132	CS5424,CS4226,CS5422,CS3103,CS6270,CS6205,CS3282,CS5321
269	3	0	8	3.3472499186191733	CS3247,CS5424,CS5240,CS4247,CS6270,CS6241,CS5222,CS3281,CS4220,CS2281,CS5233,CS2100,CS4221,CS3210,CS4249
270	4	1	1	4.270223187269789	CS5346,CS5238,CS6270,BT5110,CS4220,CS4257,CS6220,CS4223,CS5228,CS5330,CS3233,CS5236,CS2220,CS4231,CS5230,CS4234,CS5226,CS5234,CS3210
271	3	0	9	3.4891476316636623	CS3202,CS6270,CS3882,CS4237,CS2103,CS3217,CS3226,CS3281,CS4880,CS3282,CS4239,CS3271,CS1010J,CS5321
272	3	0	2	3.5192398711084163	CS3220,CS4344,CS6270,CS3236,CS3211,CS5222,CS3225,CS3282,CS4232,CS6211,CS5236,CS2105
273	3	0	0	3.540811122309471	CS3220,CS2220,CS5223,CS4237,CS3236,CS5230,CS5222,CS5330,CS4232,CS4234,CS4231,CS6234,CS5234,CS5344,CS5231
274	3	0	1	3.3441296634075703	CS2104,CS2113,CS3219,CS6280,CS5271,CS5219,CS3234,CS3203,CS5246,CS3882
275	3	1	1	3.2810857885964873	CS4257,CS2100,CS3271,CS3201,CS3234,CS5271,CS6209,CS3284,CS3226,CS6211,CS4271,CS6204,CS5424,CS4211,CS1231,CS3282,CS1281,CS3216,CS4231,CS2103T,CS5229,CS2103
276	3	1	4	3.4624394227497217	CS4243,CS3243,CS1010S,CS6207,CS3244,CS6222,CS4244,BT5110,CS6244,CS4238,CS2102,CS1101S,CS5242,CS4239,CS5322,CS1020,CS1020E
277	4	1	1	4.156140788417563	CS4215,CS4225,CS3234,CS5219,CS3211,CS5214,CS6220,BT5110,CS3212,CS4214
278	2	0	5	2.3880453918616884	CS6206,CS3247,CS3241,CS4216,CS4350,CS3242,CS1010,CS4214,CS5425,CS1010E,CS5228,CS3234,CS2104,CS5214,CS4212,CS4215,CS6202,CS4240,CS3212,CS6203,CS5218,CS4249
279	4	1	8	4.656033480178874	CS2309,CS4226,CS3237,CS3103,CS2107,CS4237,CS5233,CS1281,CS6211,CS6213,CS2105,CS5332,CS5322,CS3235
280	3	0	2	3.6525774597819414	CS4245,CS5345,CS6207,CS6240,CS3283,CS5249,CS5246,CS2108,CS6211,CS5244,CS5250,CS3210,CS4248,CS5241
281	3	0	1	3.1792620816998247	CS3271,CS6240,CS5272,CS4239,CS2107,CS6209,CS3284,CS3203,CS6213,CS4235,CS3235,CS5342,CS4236,CS4241,CS2113T,CS4218,CS6207
282	2	0	3	2.604232238660781	CS5424,CS1010S,CS4344,CS3103,CS2030,CS4237,CS3281,CS5233,CS6213,CS1101S,CS4222,CS4231,CS2105,CS6220,CS6204
283	2	1	6	2.6302025249744183	CS3221,CS5424,CS5223,CS6209,CS3240,CS4236,CS4257,CS4271,CS5332,CS5322,CS6230,CS5231,CS6204
284	3	0	4	3.961592011965888	CS6206,CS3247,CS4226,CS3237,CS4344,CS5424,CS4350,CS5223,CS3240,CS3249,CS6213,CS6211,CS3281,CS2100,CS4231,CS5233,CS2105,CS3282
285	3	1	1	3.1892660708880496	CS4216,CS6231,CS2113T,CS3271,CS4214,CS1010E,CS5271,CS3234,CS5330,CS3217,CS6211,CS3235,CS3882,CS4211,CS3283,CS4238,CS3216,CS4239,CS3211,CS4234,CS3212,CS5218
286	3	1	4	3.2732978687764454	CS4245,CS3220,CS5223,CS4237,CS5228,CS5239,CS5233,CS4220,CS2108,CS6211,CS5342,CS6220,CS4345,CS5215,CS4242,CS4246
287	3	1	3	3.316993417024152	CS6206,CS2040,CS1280,CS4220,CS1101S,CS4221,CS2309,CS1010S,CS1010E,CS5228,CS2040C,CS2030,CS2108,CS1281,CS6212,CS2020,CS6222,CS1010FC/X,CS6280,CS2010
288	3	0	2	3.9866228039768963	CS5424,CS5425,CS5345,CS2220,CS6280,CS5228,CS4244,CS5215,CS6213,CS2102,CS3223,CS6220,CS5226,BT5110,CS5344,CS6203
289	2	1	1	2.7306879124166894	CS3221,CS5322,CS2107,CS5331,CS4238,CS6211,CS4257,CS4271,CS6231,CS5332,CS4236,CS6230,CS4242
290	3	0	9	3.5499156770210143	CS4215,CS2309,CS2040,CS2030,CS5271,CS3234,CS1281,CS2010,CS1020,CS2040C,CS1010,CS5218,CS2020
291	3	1	1	3.2381569016819247	CS4245,CS5425,CS5346,CS1010E,CS2040,CS5345,CS5322,CS5249,CS4220,CS4235,CS3245
292	3	1	1	3.096011038060237	CS3202,CS3201,CS5232,CS2113,CS5272,CS3219,CS5271,CS3282,CS3216,CS4240,CS4271,CS2113T,CS3271,CS4218,CS3882
293	3	0	1	3.2594772198617568	CS3221,CS2107,CS5331,CS4257,CS3201,CS3284,CS3203,CS3226,CS4271,CS3235,CS5439,CS3882,CS5272,CS4238,CS3216,CS4239,CS3219,CS5322,CS5215
294	2	0	4	2.9543356862685988	CS6206,CS4243,CS5237,CS6202,CS4350,CS4242,CS5219,CS5271,CS3211,BT5110,CS6213,CS4351,CS5342,CS4221,CS5214,CS3223,CS5218
295	2	1	3	2.8447333607428282	CS4225,CS5322,CS4224,CS5346,CS5238,CS6280,CS5228,BT5110,CS3225,CS6213,CS5236,CS6220,CS3223,CS1020E
296	3	0	1	3.5899168010471065	CS3221,CS2281,CS2107,CS5476,CS4238,CS3282,CS3242,CS4257,CS4236,CS6212,CS5332,CS3235,CS5246,CS6230
